disease,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127
"Luminal A,triple negative cancer",-0.42260137,-0.27777284,-0.07009786,0.6635502,-0.13749115,-0.29016876,-0.4358265,0.35539353,0.2284051,0.021920228,-0.27031556,-0.015104262,-0.6157316,-0.3649941,0.40910053,0.09397915,-0.45962536,0.09616316,0.18980421,-0.38632822,0.085559316,0.33016318,0.262478,0.44787237,0.24777259,-0.49337208,0.10214909,0.0141048115,-0.41448516,0.0725178,-0.5786755,0.021870516,-0.5282193,-0.49193507,0.3191588,0.6298201,-0.32299617,0.3143161,0.016564928,0.1548038,0.05634819,0.29133353,-0.40170062,-0.33083004,0.22924566,-0.26529354,0.20345603,-0.1375521,-0.38716462,-0.2779256,-0.16872698,-0.04725027,-0.45007607,0.31670493,0.65538317,0.4443639,-0.71591663,0.17923605,0.45475143,-0.3087467,0.32046235,0.09608831,0.17072435,-0.17678013,0.3591017,0.41639078,0.5671841,-0.40118104,-0.08520403,-0.5447651,-0.49409533,0.21921268,-0.14761919,-0.5722027,-0.3654497,0.5882675,0.018014383,-0.14750527,0.32396948,0.5441104,0.13321434,0.32186776,-0.13673648,-0.43720466,0.5783193,0.41717955,0.42470068,0.3161682,0.036020543,-0.51402736,0.5865795,-0.39730614,0.13410167,-0.029036054,0.08788213,-0.25992197,0.14641535,0.1649325,0.59468746,-0.1663909,-0.022066163,0.33070216,-0.42684576,-0.25859347,0.3146597,-0.03459464,0.44786733,-0.060136,0.57009405,0.47857708,0.49063182,0.47472638,-0.54346067,-0.20486133,0.24644987,-0.15229113,-0.012470445,-0.40153778,-0.3878791,-0.017493784,-0.20542926,0.11905541,-0.057235114,0.7279711,0.01639701,0.2988106,-0.33184236,-0.6269537
invasive ductal carcinoma cancer,-1.6763223,-1.0780928,-0.25868753,2.6230104,-0.53025085,-1.1193489,-1.7076726,1.3936654,0.8828344,0.11924678,-1.0464637,-0.043955114,-2.4367027,-1.4291341,1.6035511,0.4034624,-1.8087851,0.36312127,0.7593699,-1.504986,0.37246644,1.2994514,1.0207509,1.7711229,0.958475,-1.9382274,0.37914714,0.041692525,-1.6805209,0.30864877,-2.2692363,0.049872722,-2.0908482,-1.9364234,1.2455572,2.492432,-1.2561316,1.2671518,0.0848137,0.5924026,0.25714594,1.1415565,-1.6061414,-1.3005031,0.8922791,-1.0324523,0.7897107,-0.5756917,-1.5287197,-1.0826627,-0.6436129,-0.20397614,-1.7597157,1.2321806,2.5949395,1.747382,-2.8527455,0.7288162,1.7820622,-1.2077883,1.2487482,0.35706297,0.6601012,-0.6763489,1.4092594,1.6287351,2.2430255,-1.5831027,-0.3195215,-2.146033,-1.9410568,0.84167403,-0.5691375,-2.2562141,-1.4309214,2.319707,0.047106676,-0.55814916,1.3115522,2.1387029,0.55856097,1.2595571,-0.52732456,-1.7085843,2.277197,1.6386862,1.672943,1.2493392,0.17051262,-2.0333695,2.3245726,-1.5632252,0.5703846,-0.13858494,0.38426176,-1.0171485,0.55631506,0.6364596,2.3616652,-0.6306633,-0.06589887,1.2936916,-1.663345,-1.0336925,1.2391319,-0.16346526,1.7648193,-0.22544886,2.2629004,1.9115793,1.9346619,1.8701421,-2.1436903,-0.7935946,0.9523689,-0.5765267,-0.032194003,-1.5634843,-1.5156385,-0.09784027,-0.79932225,0.49682802,-0.24367878,2.8838065,0.09054124,1.1525667,-1.2947888,-2.4678032
osteosarcoma cancer,-1.6071924,-1.0326934,-0.2485933,2.5126305,-0.50891864,-1.0724312,-1.635524,1.335356,0.8459724,0.114291735,-1.0026616,-0.04310253,-2.3345497,-1.3691474,1.5359722,0.38626662,-1.732813,0.34860897,0.7248416,-1.4409431,0.3567122,1.2456129,0.9780822,1.6975127,0.91813993,-1.8564744,0.3634321,0.04121349,-1.609364,0.29456663,-2.1732547,0.047394175,-2.0036728,-1.8549633,1.1937569,2.388011,-1.2032729,1.2119846,0.0801675,0.5679,0.24643683,1.0941944,-1.5396883,-1.2466217,0.8554235,-0.9892781,0.75710386,-0.55106485,-1.4654663,-1.0374304,-0.61666095,-0.19510584,-1.6849062,1.1801468,2.4860857,1.6739627,-2.734381,0.6964985,1.7066747,-1.1573819,1.1962563,0.34241748,0.63300896,-0.64807963,1.3503585,1.5597985,2.1491776,-1.5176189,-0.30691847,-2.0556524,-1.8597245,0.8060714,-0.5460207,-2.1611562,-1.3708087,2.221908,0.04564654,-0.5348354,1.2549914,2.0485463,0.53460836,1.206943,-0.5061184,-1.6360818,2.1809409,1.5699857,1.6030316,1.1980667,0.16300094,-1.948983,2.227536,-1.4979715,0.5465542,-0.13201968,0.36819938,-0.97530985,0.5331791,0.61032397,2.2634382,-0.60393614,-0.063876905,1.2394886,-1.5923281,-0.98865354,1.1880338,-0.15618515,1.6911974,-0.21725617,2.1688523,1.8334477,1.85417,1.7917364,-2.053604,-0.760828,0.9122856,-0.55245835,-0.03191302,-1.4977473,-1.4523977,-0.09349078,-0.7664461,0.4749915,-0.2320174,2.762697,0.08631557,1.1043323,-1.2405156,-2.3632326
liposarcoma cancer,-1.7552226,-1.1279011,-0.27068958,2.7452998,-0.5551113,-1.1710066,-1.7868273,1.4585419,0.92367893,0.12555258,-1.0948675,-0.04609524,-2.5505364,-1.4955276,1.6779674,0.42288107,-1.8929971,0.38001338,0.7938432,-1.5743502,0.3905523,1.3602786,1.0680947,1.8541154,1.0026985,-2.0282419,0.39638627,0.04388645,-1.7596041,0.32304284,-2.374415,0.051225357,-2.1887445,-2.0265346,1.3035427,2.6088989,-1.3142396,1.3259639,0.08872096,0.61977804,0.26994175,1.1948514,-1.6819227,-1.3613459,0.9338752,-1.0803475,0.82648194,-0.6030594,-1.6004248,-1.1329297,-0.6731631,-0.21374053,-1.8409956,1.2891116,2.7161639,1.8286952,-2.986985,0.7625181,1.8646274,-1.2640027,1.3065945,0.37337476,0.690851,-0.7074711,1.4749107,1.704114,2.3478582,-1.6573472,-0.334408,-2.2458894,-2.031439,0.8802853,-0.59572065,-2.3612273,-1.4973763,2.4276497,0.049001276,-0.5836978,1.3727793,2.2380755,0.5851106,1.31817,-0.5520504,-1.7875422,2.38298,1.7149684,1.7510237,1.308146,0.17893535,-2.1287181,2.433421,-1.6361753,0.5979401,-0.1452485,0.40303716,-1.0647662,0.58187646,0.6660748,2.4725173,-0.659386,-0.0688309,1.3538117,-1.7399162,-1.0814623,1.2972583,-0.17149882,1.8472571,-0.2362579,2.369123,2.0021515,2.0251575,1.9573172,-2.2435853,-0.83051175,0.99628514,-0.60292846,-0.03378845,-1.635877,-1.5861475,-0.10293215,-0.83664054,0.5201599,-0.25480554,3.0184972,0.09514674,1.2057884,-1.3548743,-2.5823066
adrenocortical cancer,-0.45779443,-0.29930538,-0.07561543,0.7168381,-0.14875445,-0.31256565,-0.4700457,0.38376033,0.24620536,0.02495485,-0.2913639,-0.01645689,-0.6655658,-0.39390314,0.44136867,0.102570444,-0.49633756,0.10380977,0.20349829,-0.41599593,0.093662284,0.35708332,0.28313297,0.4845427,0.26688007,-0.53239864,0.10960046,0.0156447,-0.44903377,0.07836559,-0.6240993,0.021970065,-0.5713397,-0.5311524,0.3446356,0.6808445,-0.34815684,0.33913183,0.017832018,0.16681318,0.062251806,0.31484675,-0.4354804,-0.35774568,0.24764031,-0.28618675,0.21970624,-0.14950702,-0.41898265,-0.29988375,-0.18149413,-0.051481705,-0.4849312,0.3412608,0.7084274,0.47978714,-0.77550143,0.19318336,0.49039435,-0.33337137,0.34555963,0.103226304,0.18438251,-0.19027211,0.38784876,0.448888,0.6131666,-0.4341287,-0.09201471,-0.5881803,-0.5335762,0.23574509,-0.15954378,-0.6178566,-0.3943576,0.63516057,0.018936776,-0.15853955,0.35014546,0.587233,0.14478761,0.34752142,-0.14794412,-0.4711308,0.6241124,0.45047864,0.4589434,0.34249672,0.039725598,-0.55622804,0.63448113,-0.42932603,0.14651458,-0.03172587,0.09640749,-0.2811159,0.1575295,0.17806883,0.64370316,-0.17859504,-0.023586739,0.35692278,-0.45947108,-0.27866086,0.34052008,-0.03808395,0.4840963,-0.06545471,0.61709315,0.51945287,0.53052926,0.5128226,-0.58702147,-0.22116433,0.26541385,-0.16370283,-0.013616548,-0.4329298,-0.41876006,-0.019808395,-0.22200589,0.12892038,-0.06145446,0.7868446,0.018377082,0.3219256,-0.3580088,-0.6763744
Barrett's carcinogenesis cancer,-0.59619933,-0.38704497,-0.09658169,0.9320282,-0.19226977,-0.40352675,-0.60947853,0.49787003,0.31807753,0.03589785,-0.37656236,-0.019998178,-0.86575127,-0.51074797,0.5724035,0.13667294,-0.64451724,0.13338114,0.26487035,-0.5383534,0.12536813,0.46389905,0.36642927,0.63031256,0.34478566,-0.6908992,0.13996693,0.019192599,-0.5881488,0.10392098,-0.80939686,0.024610972,-0.74335945,-0.68974423,0.44655907,0.8856409,-0.45049322,0.44305316,0.024940632,0.21494201,0.08459423,0.40847594,-0.56842583,-0.46459386,0.32069358,-0.37045664,0.28429073,-0.19765002,-0.5448567,-0.388309,-0.23354994,-0.06867341,-0.62825763,0.44157532,0.9216267,0.62287724,-1.0111369,0.25288346,0.6358632,-0.43221983,0.4474079,0.13191344,0.23835565,-0.24507353,0.5033014,0.58171844,0.7974766,-0.5644567,-0.1180354,-0.7639468,-0.6925684,0.30384493,-0.20613801,-0.8027026,-0.51132417,0.82518184,0.022217784,-0.20354928,0.4581554,0.7621933,0.19150338,0.45059964,-0.1912232,-0.6103288,0.810417,0.5846783,0.5962212,0.44560236,0.05452683,-0.72366273,0.8257671,-0.5575736,0.19478701,-0.04356686,0.12926136,-0.36466956,0.20252323,0.23005782,0.83838594,-0.22930509,-0.028616188,0.46270007,-0.594607,-0.36311916,0.4425183,-0.052226584,0.62899727,-0.0841496,0.8036305,0.6780765,0.68952525,0.6661653,-0.7627881,-0.28601155,0.34278536,-0.21021068,-0.016182784,-0.5604002,-0.5427505,-0.028717296,-0.28750718,0.17013952,-0.08137123,1.0237615,0.026495783,0.41561827,-0.46374673,-0.87811726
large cell neuroendocrine cancer,-1.0387592,-0.6737426,-0.16214938,1.6314107,-0.32984343,-0.70016825,-1.0650898,0.86786956,0.55164653,0.06889629,-0.6538547,-0.02774724,-1.5143027,-0.8907053,0.9997005,0.24635097,-1.1259708,0.22693022,0.47621998,-0.9410169,0.22642373,0.8073505,0.63692546,1.0995448,0.59944224,-1.2078023,0.23920134,0.025495395,-1.039498,0.19077729,-1.4152765,0.03757631,-1.2982986,-1.2056155,0.7759438,1.5487952,-0.7845237,0.7880677,0.051943477,0.3706439,0.15427686,0.71018666,-0.9937233,-0.8082496,0.55571765,-0.6441404,0.49216333,-0.35385603,-0.94883716,-0.6752128,-0.40371123,-0.12475141,-1.0991161,0.76986194,1.6125691,1.0880156,-1.7672166,0.45352417,1.1116502,-0.7523253,0.77939975,0.2248791,0.41145948,-0.4238041,0.8772869,1.0165582,1.3937986,-0.9827025,-0.19970241,-1.3360716,-1.2084414,0.5277929,-0.35451764,-1.4044113,-0.8919241,1.4440466,0.032012768,-0.35071844,0.8137084,1.3324347,0.34329417,0.7845988,-0.3280069,-1.0670309,1.4186225,1.0203073,1.0404198,0.77440923,0.10231758,-1.2619991,1.4432462,-0.9723188,0.34804803,-0.083966166,0.23295897,-0.6322467,0.34897542,0.39695314,1.4647483,-0.39690936,-0.042787135,0.8062729,-1.0404423,-0.64431137,0.76925933,-0.09829277,1.0971936,-0.13946116,1.4035157,1.1810033,1.2021251,1.163563,-1.3337624,-0.49483475,0.5957943,-0.36219445,-0.02048662,-0.9760599,-0.94432896,-0.056814395,-0.49757287,0.3068095,-0.15173708,1.7921349,0.053122573,0.720809,-0.80754215,-1.538043
cervical squamous cell carcinoma cancer,-1.2334145,-0.8006696,-0.19079064,1.9405453,-0.3901434,-0.8314211,-1.2667984,1.0312995,0.65488464,0.083142065,-0.7764729,-0.030674893,-1.8006965,-1.058678,1.1887593,0.29467666,-1.3387606,0.26794186,0.5712115,-1.1196594,0.27082828,0.9586691,0.7564585,1.3063518,0.7121961,-1.4365127,0.2831352,0.027590327,-1.2388961,0.22967152,-1.683565,0.043886743,-1.5430415,-1.4336942,0.92128766,1.8415929,-0.9323578,0.94152814,0.06439455,0.43937045,0.18469004,0.84320337,-1.1808124,-0.9596718,0.6592825,-0.7650858,0.58377665,-0.42286637,-1.1267236,-0.8019632,-0.47905335,-0.14956477,-1.3079066,0.91526634,1.9177125,1.2936232,-2.1001227,0.54308385,1.3223506,-0.8936624,0.92627317,0.26593545,0.48766756,-0.5028873,1.0424279,1.2091765,1.6570233,-1.1668669,-0.23541601,-1.5890728,-1.4363489,0.6271272,-0.419699,-1.6704992,-1.0602126,1.7177613,0.036227267,-0.4158856,0.97146374,1.5847002,0.4103823,0.9320968,-0.38795412,-1.269467,1.687814,1.2127888,1.2365006,0.9189134,0.1234001,-1.4991773,1.7156223,-1.155367,0.41531152,-0.10207654,0.2783872,-0.7499928,0.41373786,0.4704486,1.7407651,-0.47136196,-0.04876308,0.9581078,-1.2383833,-0.76948804,0.9130533,-0.11866824,1.3037788,-0.1631892,1.6678286,1.4016353,1.4281515,1.3832891,-1.5861026,-0.5868809,0.70783156,-0.42948252,-0.02185497,-1.1599681,-1.121646,-0.06912024,-0.59005195,0.367577,-0.18358463,2.1315498,0.06492414,0.8557965,-0.9595223,-1.8302993
acute myelocytic leukemia cancer,-0.66120696,-0.42901647,-0.106246755,1.0344998,-0.21251418,-0.446967,-0.6761785,0.55210143,0.35229987,0.040790804,-0.4171817,-0.021218643,-0.96082246,-0.56641376,0.63497776,0.15276892,-0.715062,0.1471457,0.29556778,-0.5972375,0.14021946,0.5143047,0.4060668,0.6991659,0.38206416,-0.766595,0.15449418,0.020234453,-0.6542973,0.11656077,-0.8980862,0.02641135,-0.8247614,-0.76531863,0.4948623,0.98286015,-0.4994022,0.49343956,0.02880878,0.23777163,0.09487044,0.45274067,-0.6308933,-0.5150273,0.35518315,-0.41056076,0.3147936,-0.22054283,-0.60416275,-0.43035638,-0.2584593,-0.07688517,-0.6971327,0.48962417,1.0229067,0.6910262,-1.122137,0.28213125,0.70550644,-0.47914726,0.49602854,0.14554074,0.2637708,-0.27124655,0.55812544,0.6453593,0.88490933,-0.62585765,-0.1300668,-0.84775364,-0.7681726,0.336598,-0.22794747,-0.8908425,-0.56707853,0.9158271,0.023672646,-0.22509214,0.51014787,0.84570724,0.2137444,0.49955928,-0.21135211,-0.6771466,0.89946866,0.64851755,0.6613486,0.49392077,0.061536066,-0.80267096,0.91633403,-0.61838794,0.2173248,-0.049442604,0.14452462,-0.40396446,0.22397599,0.2545579,0.9303032,-0.25379884,-0.030741705,0.51304454,-0.6597794,-0.40416732,0.4904995,-0.058973905,0.6976585,-0.09237705,0.89166886,0.75204957,0.76472414,0.7390647,-0.8464525,-0.3166516,0.37982053,-0.23245992,-0.016904816,-0.62127054,-0.6016204,-0.032853343,-0.31834933,0.19010282,-0.091553465,1.1363792,0.030391624,0.46031845,-0.5141157,-0.9747119
diffuse large B cell lymphoma cancer,-1.4536126,-0.93637365,-0.2250792,2.275757,-0.46036735,-0.9724754,-1.4824548,1.2096019,0.76685524,0.10181169,-0.9089438,-0.03856932,-2.1138427,-1.2405641,1.3919773,0.3485318,-1.5696777,0.31562516,0.65929574,-1.3071018,0.32147595,1.1274071,0.8863535,1.5362895,0.8326317,-1.6823009,0.33009654,0.036424752,-1.4560984,0.26707754,-1.9699026,0.045228,-1.8136206,-1.680465,1.0812447,2.1621633,-1.0908675,1.0988181,0.07300198,0.51479894,0.22134809,0.9906931,-1.3921994,-1.1283977,0.77460265,-0.89648324,0.6856682,-0.49802664,-1.3260427,-0.9400137,-0.5595252,-0.17621644,-1.5279887,1.0701047,2.2510693,1.5164694,-2.473352,0.63190013,1.5470555,-1.0483767,1.0843093,0.3107935,0.57320666,-0.5878611,1.2230611,1.414112,1.9458395,-1.3732566,-0.27778575,-1.8623216,-1.6845661,0.7315529,-0.49421445,-1.9578445,-1.2421321,2.012956,0.04188793,-0.48544097,1.1368624,1.8562287,0.48317805,1.0933074,-0.45782396,-1.4835845,1.9763206,1.4221739,1.4515868,1.0835072,0.1466552,-1.7636905,2.016262,-1.3564533,0.49280342,-0.1193097,0.33151412,-0.8826645,0.48368877,0.55274564,2.0480618,-0.5485883,-0.05797244,1.1230174,-1.4446956,-0.8968176,1.0749532,-0.14063333,1.5312322,-0.19575633,1.9624398,1.656707,1.6784519,1.6227773,-1.8600789,-0.6891207,0.82737905,-0.50140417,-0.028405603,-1.3576664,-1.3156763,-0.08354036,-0.6938686,0.43007493,-0.21104655,2.5016332,0.07741949,1.0013138,-1.1241467,-2.1418786
T-cell lymphoblastic lymphoma cancer,-2.5906053,-1.664862,-0.39546913,4.0577083,-0.8158697,-1.7269856,-2.6401434,2.153436,1.3619936,0.18920714,-1.6149474,-0.063173674,-3.7689567,-2.208387,2.4788358,0.6294697,-2.7965508,0.55728716,1.1824183,-2.3265815,0.5815336,2.0072808,1.5758395,2.7377002,1.4795779,-2.9970303,0.5822385,0.059241578,-2.6071038,0.4834629,-3.5088935,0.07259685,-3.2328966,-2.9942791,1.922905,3.8549824,-1.9400862,1.9684856,0.13675734,0.91244674,0.40268362,1.7627629,-2.484582,-2.008653,1.3765252,-1.5940529,1.2179296,-0.89636725,-2.3619592,-1.6716384,-0.9918148,-0.3188364,-2.7211678,1.903623,4.014061,2.7014823,-4.4123783,1.134558,2.755422,-1.8654727,1.928925,0.5480108,1.0172453,-1.0424461,2.1775434,2.517987,3.468694,-2.4457994,-0.48962116,-3.318906,-3.000065,1.2987623,-0.8762217,-3.489709,-2.2112775,3.5880914,0.06796536,-0.8592617,2.0369399,3.307058,0.86997235,1.9456083,-0.81134933,-2.6416492,3.5224667,2.532787,2.5859034,1.9294101,0.26883072,-3.1428576,3.5949793,-2.4158518,0.8879922,-0.2197638,0.5997079,-1.5695693,0.85655004,0.98065823,3.652205,-0.9720106,-0.096895054,1.9986756,-2.5720582,-1.6046097,1.9136103,-0.25787655,2.7276874,-0.34373406,3.4991271,2.9544282,2.9898632,2.8913527,-3.31522,-1.2236792,1.470017,-0.8875659,-0.044589397,-2.4149458,-2.3406596,-0.15623312,-1.2327334,0.77479327,-0.38304305,4.4614644,0.14494528,1.778023,-1.9999225,-3.8177996
Wilms tumor cancer,-2.807265,-1.8024405,-0.42823386,4.3949995,-0.88393074,-1.869595,-2.858784,2.3322594,1.4746456,0.20626745,-1.7484993,-0.06857905,-4.0826526,-2.3915367,2.6842732,0.6828795,-3.0288029,0.6035433,1.2790637,-2.5185606,0.6311575,2.1745572,1.706389,2.966005,1.6017435,-3.2455363,0.62985057,0.06460622,-2.825119,0.5236674,-3.7994676,0.07690181,-3.5023565,-3.2428765,2.08259,4.175884,-2.1005435,2.1316466,0.14804342,0.98785156,0.4375946,1.9094213,-2.6927042,-2.17599,1.4909366,-1.7261317,1.3190832,-0.9718185,-2.55906,-1.8102163,-1.0734472,-0.3457919,-2.9460082,2.0609376,4.348156,2.9257643,-4.781346,1.2283851,2.9835427,-2.0203626,2.0885952,0.59296596,1.1017553,-1.1283636,2.3584542,2.7263098,3.757478,-2.6498682,-0.53029096,-3.5944378,-3.2492373,1.4056041,-0.9491368,-3.7794757,-2.3946302,3.8859804,0.073075525,-0.92984265,2.206404,3.5813565,0.94319147,2.1071372,-0.87903625,-2.8599882,3.8145814,2.743114,2.8009984,2.0907772,0.29201657,-3.4050736,3.8946435,-2.6167905,0.96351385,-0.23839992,0.6510849,-1.7003802,0.9270857,1.0620633,3.9571097,-1.0515983,-0.10469635,2.1644578,-2.7841249,-1.7372444,2.0733008,-0.28005,2.9547048,-0.37283057,3.7912614,3.202571,3.23892,3.1316628,-3.5907087,-1.3252494,1.5913463,-0.96049565,-0.048463237,-2.614792,-2.5349498,-0.17016461,-1.3352947,0.8395052,-0.41447657,4.8327475,0.1576787,1.9249024,-2.1656606,-4.1341767
follicular cleaved lymphoma cancer,-1.7961073,-1.1542335,-0.27678356,2.8096263,-0.5678589,-1.1982663,-1.8286731,1.4925945,0.9451632,0.12865067,-1.1203624,-0.046900727,-2.6102388,-1.5304699,1.7172338,0.43299752,-1.9372828,0.3886803,0.81298953,-1.6112621,0.39989498,1.3919599,1.0929788,1.8973864,1.0260854,-2.0757415,0.4055002,0.04459422,-1.8011377,0.33093742,-2.430052,0.052309897,-2.2398884,-2.0739703,1.333884,2.6699536,-1.344928,1.357517,0.091108695,0.6341167,0.2764235,1.2226655,-1.7212075,-1.3930433,0.9555516,-1.1055242,0.8456513,-0.61743367,-1.6377076,-1.1593298,-0.68879,-0.21889333,-1.8841788,1.3192511,2.7797627,1.8714745,-3.0567675,0.78080934,1.908315,-1.2934734,1.3371055,0.3819324,0.7068302,-0.723895,1.5093393,1.7440321,2.402773,-1.6959476,-0.34199098,-2.2984898,-2.0789084,0.9008182,-0.6094433,-2.4165475,-1.5323721,2.484539,0.049923547,-0.5972113,1.4053712,2.2904842,0.5990728,1.3489147,-0.5647271,-1.829443,2.4388535,1.7550483,1.7919269,1.3385441,0.18333814,-2.1783762,2.4903195,-1.6743741,0.61212564,-0.14891684,0.41265008,-1.0894754,0.5953408,0.68147725,2.5302854,-0.6747327,-0.07018836,1.3854177,-1.7807595,-1.1071607,1.3274276,-0.17573266,1.8903881,-0.24147959,2.4244564,2.0487196,2.072407,2.0030906,-2.2961082,-0.8497669,1.0195175,-0.61688596,-0.034283742,-1.6740748,-1.6231191,-0.105537534,-0.85603076,0.5326635,-0.2611391,3.0892112,0.09758938,1.2338419,-1.3864914,-2.6428998
HER2+ cancer,-1.0709853,-0.6906597,-0.16787304,1.6750562,-0.34087276,-0.7180391,-1.0919738,0.8915092,0.56623584,0.07258294,-0.67091155,-0.030614559,-1.5560863,-0.91428864,1.0254627,0.25392926,-1.1561064,0.23439094,0.48187402,-0.9629799,0.2339912,0.8311351,0.6539469,1.1317,0.61441034,-1.2389419,0.24505126,0.029203676,-1.0681623,0.19378902,-1.4507735,0.035606906,-1.3355529,-1.2375327,0.7976879,1.5917336,-0.8044623,0.8049948,0.051156927,0.38081717,0.16048433,0.7306573,-1.0245658,-0.83198357,0.5719088,-0.66134644,0.5064239,-0.36377054,-0.9772933,-0.69342405,-0.41371116,-0.12812217,-1.1253078,0.78891873,1.6569372,1.1169893,-1.8205842,0.46185413,1.139439,-0.7730373,0.7994987,0.2308521,0.42372805,-0.434564,0.90141463,1.0417103,1.4327245,-1.0121826,-0.20663933,-1.3712231,-1.2411829,0.5401091,-0.36571467,-1.441363,-0.91538996,1.4818549,0.03317475,-0.35934266,0.83303666,1.3670022,0.35279125,0.80608493,-0.33900067,-1.0928069,1.4548651,1.0478295,1.0693861,0.798919,0.10549938,-1.2992963,1.4844522,-0.99951303,0.3599127,-0.08527292,0.24138327,-0.65146756,0.35797587,0.40868273,1.5078764,-0.40559825,-0.045050412,0.8278482,-1.0640597,-0.6576138,0.7926687,-0.10110303,1.12815,-0.14636734,1.4449944,1.2203847,1.2367449,1.1952232,-1.369572,-0.5090933,0.6106032,-0.37115225,-0.023313813,-1.0011301,-0.9702766,-0.059111387,-0.5124685,0.31362334,-0.15255637,1.8411156,0.05463189,0.73942167,-0.8289081,-1.5765346
Solid-pseudopapillary neoplasm of pancreas cancer,-0.8545295,-0.5539024,-0.13497289,1.3393632,-0.2726999,-0.5762171,-0.87464327,0.71343416,0.4541148,0.055319704,-0.5380324,-0.024808243,-1.243645,-0.73202705,0.8211578,0.20064314,-0.9249371,0.18806814,0.3870266,-0.7724789,0.18438195,0.66422516,0.5239894,0.903961,0.49298772,-0.99181515,0.19772036,0.023276445,-0.851086,0.15420796,-1.1619859,0.031816088,-1.0668943,-0.9901639,0.63854766,1.272069,-0.64492655,0.6434234,0.040359724,0.30568305,0.12541033,0.58440304,-0.81666416,-0.66503125,0.45776653,-0.5298718,0.40552047,-0.28864825,-0.7805478,-0.55544615,-0.3325781,-0.10131829,-0.90209806,0.63259804,1.3242016,0.8937769,-1.4522637,0.3692189,0.91273445,-0.6187475,0.6406898,0.18608014,0.33935753,-0.34912077,0.7212166,0.8347313,1.1450006,-0.8084726,-0.1658291,-1.0970955,-0.99309194,0.4340703,-0.29279876,-1.153076,-0.7329577,1.18552,0.027991394,-0.28919396,0.6648809,1.094187,0.27991265,0.64520806,-0.271195,-0.8759826,1.1644356,0.83843964,0.85508674,0.6376033,0.08238602,-1.0376621,1.1857327,-0.7992935,0.2843359,-0.06694507,0.18990006,-0.5208261,0.2878028,0.3274248,1.2036955,-0.32670093,-0.037041448,0.662821,-0.85374695,-0.52636266,0.6331953,-0.07904856,0.9019011,-0.11679426,1.1535199,0.9719876,0.98840207,0.9559371,-1.0953579,-0.40778738,0.49002105,-0.29866353,-0.01900801,-0.8023813,-0.77674884,-0.04514926,-0.41007653,0.24952534,-0.12190897,1.4714065,0.04198491,0.5933138,-0.6639691,-1.2621363
endometrial cancer,-1.3283623,-0.8576775,-0.20593712,2.0823166,-0.42080814,-0.8908235,-1.3573936,1.1069249,0.70224535,0.09168153,-0.83239996,-0.034955148,-1.9336534,-1.1355518,1.2743487,0.31774333,-1.4364567,0.2887498,0.6054879,-1.1976832,0.29274687,1.0309621,0.8114504,1.4047332,0.7627668,-1.5400226,0.3028609,0.03263577,-1.330954,0.24453995,-1.8037513,0.04335675,-1.6585127,-1.5379518,0.989407,1.9777848,-0.99903804,1.0062321,0.067058176,0.47145146,0.20092769,0.90622973,-1.2719133,-1.0319346,0.70865685,-0.82070726,0.62737864,-0.45471966,-1.2123034,-0.8604701,-0.5128428,-0.16078673,-1.399725,0.98018694,2.059192,1.3878492,-2.260415,0.57899106,1.4166323,-0.95938575,0.99286705,0.28497478,0.5244232,-0.538669,1.1191344,1.2950664,1.7798483,-1.2554896,-0.25406227,-1.7044188,-1.5415435,0.6706363,-0.45197916,-1.7917895,-1.137039,1.8422861,0.038838863,-0.44508108,1.0402855,1.6991353,0.4411789,1.0005307,-0.4184748,-1.3589461,1.8091549,1.3014772,1.3279586,0.9901009,0.13331452,-1.6125101,1.843827,-1.2409297,0.44899288,-0.108884715,0.3016267,-0.8070994,0.4432673,0.50577354,1.8723252,-0.5033235,-0.05320341,1.0279056,-1.3239781,-0.8216611,0.9827178,-0.12793243,1.4006622,-0.17832729,1.7940246,1.5126709,1.5350497,1.48482,-1.7020454,-0.6306057,0.758004,-0.45969215,-0.025635982,-1.2432367,-1.2040569,-0.075433925,-0.6346647,0.39333144,-0.19378813,2.2884755,0.070148416,0.9171694,-1.029112,-1.961011
